1,/i:/,01.mp4,Nguyên âm /i:/ là âm cao-trước. Lưỡi của bạn phải hướng lên trên và lệch về phía trước trong khoang miệng. Đôi môi của bạn phải căng lên và khóe miệng hơi kéo dài ra. Môi của bạn chỉ nên mở một chút. Rung dây thanh quản của bạn khi giữ miệng ở vị trí này.
2,/ɪ/,02.mp4,Nguyên âm /ɪ/ là âm cao-trước. Lưỡi của bạn phải hướng lên trên và lệch về phía trước trong khoang miệng. Môi của bạn nên thả lỏng và chỉ hé mở. Rung dây thanh quản của bạn khi giữ miệng ở vị trí này.
3,/ʊ/,03.mp4,"Âm /ʊ/ là một nguyên âm cao sau và là nguyên âm lỏng (lax vowel). Để phát âm được âm này lưỡi của bạn phải được đưa lên vị trí cao trong khoang miệng (vị trí thấp hơn một chút so với âm /u/) và lệch ra phía sau. Giữ cho miệng của bạn được thư giãn và hơi hé mở. Sau đó rung dây thanh quản của bạn khi bạn đẩy không khí ra khỏi miệng."
4,/u/,04.mp4,"Âm /u:/ là một nguyên âm cao sau và tròn. Để phát âm được âm này lưỡi của bạn phải được đưa lên vị trí cao trong khoang miệng và lệch về phía sau. Đặt môi của bạn thành hình tròn chữ “O”. Bạn sẽ cảm thấy cơ miệng bạn căng ra. Sau đó rung dây thanh quản của bạn khi bạn đẩy luồng hơi ra khỏi miệng."
5,/ɪə/,05.mp4,"Để phát âm này hãy nói /iː/ sau đó di chuyển lưỡi qua lại và môi bạn bớt rộng hơn để tạo ra âm /ə/."
6,/eɪ/,06.mp4,"Để phát âm này hãy nói một âm /e/ dài theo sau là một âm /ɪ/ rất ngắn. Hai âm thanh đi cùng nhau và không nói riêng lẻ. Âm /eɪ/ được tạo ra khi bạn cử động miệng. Bạn cần di chuyển lưỡi lên từ /e/ đến /ɪ/ và hơi khép miệng lại."
7,/ɛ/,07.mp4,Nguyên âm này là nguyên âm giữa-trước. Đặt lưỡi của bạn ở độ cao giữa trong khoang miệng và di chuyển nó về phía trước. Các cơ ở môi và miệng của bạn phải được thư giãn. Rung dây thanh quản của bạn khi giữ miệng ở vị trí này.
8,/e/,08.mp4,Nguyên âm này là một nguyên âm giữa-trước. Đặt lưỡi của bạn ở độ cao giữa trong khoang miệng và di chuyển nó về phía trước. Các cơ ở môi và miệng của bạn cần phải khá là căng. Rung dây thanh quản của bạn khi giữ miệng ở vị trí này. Nguyên âm này có vị trí lưỡi trong miệng cao hơn một chút so với nguyên âm /ɛ/.
9,/ɜː/,09.mp4,"Âm /ɜː/ trong tiếng Anh phát âm như âm ""ơ"" trong tiếng Việt nhưng kéo dài hơn. Đặt lưỡi ở giữa miệng môi hơi tròn và phát âm như thể đang nói âm ""ơ"" nhưng giữ nguyên vị trí lưỡi và môi lâu hơn. Không di chuyển lưỡi hay môi khi phát âm."
10,/ɔː/,10.mp4,"Âm /ɔː/ được phát âm bằng cách làm tròn môi và mở rộng miệng. Lưỡi đặt thấp và kéo về phía sau trong miệng. Để phát âm chuẩn hãy kéo dài âm thanh này. Một số từ ví dụ: ""law"" ""saw"" ""thought"". "
11,/ʊə/,11.mp4,"Để phát âm này hãy nói /uː/ sau đó mở miệng ngừng cong môi và di chuyển lưỡi xuống để nói /ə/."
12,/ɔɪ/,12.mp4,"Âm /ɔɪ/ là một nguyên âm đôi là sự kết hợp của hai nguyên âm đơn khác nhau. Để phát âm âm này hãy đặt lưỡi của bạn ở độ cao vừa phải trong khoang miệng lệch về phía sau để phát âm âm /o/ đồng thời làm tròn môi thành hình chữ “O”. Sau đó khi bạn rung dây thanh quản hãy đưa lưỡi lên cao trong khoang miệng và lệch về phía trước để phát âm âm /ɪ/. Việc chuyển vị trí đặt lưỡi này cần diễn ra một cách rất nhanh chóng."
13,/eʊ/,13.mp4,"Âm /eʊ/ là một nguyên âm tròn và giữa. Để phát âm âm này hãy đặt lưỡi của bạn ở độ cao vừa phải trong khoang miệng và lệch ra phía sau. Rung dây thanh quản của bạn khi bạn làm tròn môi thành hình chữ “O”."
14,/æ/,14.mp4,Nguyên âm này là một nguyên âm thấp. Đặt lưỡi của bạn ở vị trí thấp trong khoang miệng và di chuyển nó về phía đằng trước. Các cơ ở môi và miệng của bạn phải được thư giãn. Rung dây thanh quản của bạn khi giữ miệng ở vị trí này. Nguyên âm này có vị trí lưỡi trong miệng thấp hơn so với nguyên âm /ɛ/.
15,/ʌ/,15.mp4,Nguyên âm /ʌ/ là một âm giữa. Điều này có nghĩa là nó được tạo ra với phần lưỡi được thả lỏng và đặt ở giữa khoang miệng (không quá xa về phía trước hoặc phía sau). Lưỡi của bạn phải ở độ cao vừa phải trong khoang miệng và bạn cần mở miệng vừa phải. Rung dây thanh quản của bạn và đẩy luồng hơi ra khỏi miệng.
16,/ɑ/,16.mp4,Nguyên âm /ɑ/ là một âm thấp-sau. Lưỡi của bạn phải ở vị trí thấp trong khoang miệng và lệch về phía sau. Miệng của bạn phải mở với độ rộng lớn hơn so với khi phát âm âm /ʌ/ hoặc âm /o/. Rung dây thanh quản của bạn và đẩy luồng hơi ra khỏi miệng.
17,/ɒ/,17.mp4,"Để tạo ra âm thanh này hãy di chuyển lưỡi của bạn về phía sau và làm cho môi của bạn tròn và hướng về phía trước."
18,/eə/,18.mp4,"Để phát âm này trước tiên hãy nói /e/ sau đó đưa lưỡi về phía sau và khép miệng lại một chút để nói /ə/."
19,/ɑɪ/,19.mp4,"Âm /ɑɪ/ là một nguyên âm đôi là sự kết hợp của hai nguyên âm đơn khác nhau. Để phát âm âm này hãy đặt lưỡi ở vị trí thấp trong khoang miệng và lệch ra phía sau để phát âm âm /ɑ/. Sau đó khi bạn rung dây thanh quản  hãy nâng lưỡi lên vị trí cao trong khoang miệng và di chuyển lưỡi về phía trước để phát âm âm /ɪ/. Việc chuyển vị trí đặt lưỡi này cần diễn ra một cách rất nhanh chóng."
20,/ɑʊ/,20.mp4,"Âm /ɑʊ/ là một nguyên âm đôi là sự kết hợp của hai nguyên âm đơn khác nhau. Để phát âm âm này hãy đặt lưỡi ở vị trí thấp trong khoang miệng và lệch ra ra phía sau để phát âm âm /ɑ/. Sau đó khi bạn rung dây thanh quản hãy đưa lưỡi lên vị trí cao trong khoang miệng nhưng vẫn giữ lưỡi lệch về phía sau để phát âm âm /ʊ/. Việc chuyển vị trí đặt lưỡi này cần diễn ra một cách rất nhanh chóng."
21,/p/,21.mp4,"Âm /p/ được tạo ra bằng cách mím môi và đẩy luồng hơi khi môi vẫn khép. Không khép răng lại hoặc chạm răng vào môi. Giữ luồng hơi lại trong chốc lát và sau đó bật hơi ra với luồng hơi nhỏ. Không rung dây thanh quản của bạn khi phát âm âm này."
22,/b/,22.mp4,Môi của bạn nên được khép lại và hai bờ môi mím chặt. Rung dây thanh quản của bạn và đẩy luồng hơi ra ngoài trong khi môi vẫn khép chặt. Thả luồng hơi trong giây lát khi dây thanh quản của bạn tiếp tục rung.
23,/t/,23.mp4,"Để phát âm âm /t/ đặt đầu lưỡi của bạn ở phần lợi hàm trên (nhưng không chạm vào răng). Khi bạn đẩy luồng hơi ra khỏi miệng hãy giữ nó lại sau lưỡi trước khi bật hơi ra. Không rung dây thanh quản của bạn khi phát âm âm này."
24,/d/,24.mp4,"Đặt đầu lưỡi lên chân răng cửa của hàm trên (nhưng không chạm vào răng). Khi bạn đẩy luồng hơi ra khỏi miệng hãy dừng nó lại sau lưỡi trước khi nhả ra. Rung dây thanh quản của bạn khi phát âm này."
25,/tʃ/,25.mp4,"Đặt đầu lưỡi ngay sau phần lợi hàm trên. Đẩy luồng hơi ra khỏi miệng. Ban đầu ngăn luồng hơi hoàn toàn sau bật hơi ra. Sau khi bật hơi không khí sẽ tạo ra ma sát giữa đầu lưỡi và vòm miệng. Không rung dây thanh quản của bạn khi bạn tạo ra âm thanh này; đây là âm vô thanh."
26,/dʒ/,26.mp4,"Đặt đầu lưỡi ngay sau lợi hàm trên. Rung dây thanh quản và đẩy luồng hơi ra khỏi miệng. Ban đầu ngăn luồng hơi lại hoàn toàn sau đó nhả ra. Sau khi nhả ra luồng hơi sẽ tạo ra ma sát giữa đầu lưỡi và vòm miệng."
27,/k/,27.mp4,"Nâng phần cuống lưỡi và ấn nó vào phần ngạc mềm phía trên cổ họng của bạn. Đẩy luồng hơi ra khỏi cổ họng chặn hơi sau lưỡi trước khi nhả ra. Dây thanh quản của bạn không rung khi phát âm âm này."
28,/g/,28.mp4,"Nâng phần cuống lưỡi và ấn nó vào phần ngạc mềm trên phía trên cổ họng của bạn. Đẩy luồng hơi ra khỏi cổ họng chặn hơi sau lưỡi trước khi nhả ra. Rung dây thanh quản của bạn."
29,/f/,29.mp4,"Đặt răng hàm trên áp vào mặt trong của môi dưới. Đẩy luồng hơi ra khỏi miệng ép hơi vào giữa răng hàm trên và môi dưới. Bạn sẽ cảm thấy một số lực cản (ma sát) khi đẩy luồng hơi. Không rung dây thanh quản của bạn khi phát âm âm này."
30,/v/,30.mp4,"Đặt mép dưới của răng hàm trên áp vào mặt trong của môi dưới. Rung dây thanh quản của bạn và đẩy luồng hơi ra khỏi miệng ép hơi vào giữa răng và môi dưới. Bạn sẽ cảm thấy một số lực cản (ma sát) khi làm điều này."
31,/θ/,31.mp4,"Để phát âm âm /θ/ hãy đặt đầu lưỡi vào giữa răng cửa trên và răng cửa dưới. Đẩy luồng hơi ra khỏi miệng giữa đầu lưỡi và răng cửa trên. Bạn sẽ cảm thấy một số lực ma sát (lực cản) khi đẩy hơi . Không rung dây thanh quản của bạn khi phát âm âm này."
32,/ð/,32.mp4,"Để phát âm âm /ð/ đặt đầu lưỡi của bạn giữa răng cửa trên và răng cửa dưới. Đẩy luồng hơi ra khỏi miệng giữa đầu lưỡi và răng cửa trên. Bạn sẽ cảm thấy một số lực ma sát (lực cản) khi đẩy hơi. Rung dây thanh quản của bạn khi phát âm âm này."
33,/s/,33.mp4,"Để phát âm âm /s/ hãy đặt nhẹ đầu lưỡi của bạn vào phần lợi hàm trên (nhưng không chạm vào răng). Khi bạn đẩy hơi ra khỏi miệng hãy ép luồng hơi vào giữa đầu lưỡi và vòm miệng trên. Bạn sẽ cảm thấy một số lực ma sát (lực cản) khi thực hiện điều này. Không rung dây thanh quản của bạn khi phát âm âm này."
34,/z/,44.mp4,"Đặt phần lưỡi ngay sau đầu lưỡi lên gần vòm miệng sau hàm răng trên. Nên có một chút khoảng trống giữa lưỡi và vòm miệng. Bây giờ hãy rung dây thanh quản của bạn và đẩy luồng hơi vào giữa lưỡi và vòm miệng. Bạn sẽ cảm thấy một số lực kháng cự khi làm điều này."
35,/ʃ/,35.mp4,"Để phát âm âm /ʃ/ đặt đầu lưỡi ở ngạc trên phía sau nơi đặt lưỡi để phát âm âm /s/. Đẩy luồng hơi vào giữa vòm miệng trên và đầu lưỡi. Không rung dây thanh quản của bạn."
36,/ʒ/,36.mp4,"Đặt đầu lưỡi ở hàm trên phía sau nơi đặt lưỡi để phát âm âm /s/. Rung dây thanh quản khi bạn đẩy luồng hơi vào giữa hai hàm răng và đầu lưỡi."
37,/m/,37.mp4,Âm /m/ được tạo ra bằng cách mím môi và đẩy luồng hơi qua mũi. Luồng hơi này không nên thoát ra khỏi miệng bạn. Rung dây thanh quản của bạn.
38,/n/,38.mp4,"Đặt mặt trước của lưỡi lên vòm miệng sau chân răng hàm trên. Đầu và hai cạnh lưỡi phải chạm vào vòm miệng. Bây giờ hãy rung dây thanh quản của bạn. Đừng để bất kỳ luồng hơi nào rời khỏi miệng của bạn; tất cả hơi sẽ đi qua mũi của bạn. (Để kiểm tra điều này hãy bóp mũi lại khi bạn phát âm âm này - âm phát ra phải có âm độ cao và rõ giọng mũi (nasal))."
39,/ŋ/,39.mp4,Nâng phần cuống lưỡi lên (giống như khi bạn phát âm âm /k/) và đặt nó vào phần ngạc mềm ở vòm miệng sau của bạn. Rung dây thanh quản của bạn. Không để luồng hơi thoát qua miệng; tất cả luồng hơi sẽ thoát qua mũi của bạn.
40,/h/,40.mp4,"Âm /h/ được tạo ra trong cổ họng của bạn với thanh môn (khoảng giữa hai dây thanh quản). Dây thanh đới của bạn nên được siết chặt một chút để thu hẹp đường thở. Đẩy luồng hơi lên qua đường thở ở miệng. Bạn sẽ cảm thấy được sự ma sát khi đẩy hơi."
41,/l/,41.mp4,"Đầu lưỡi phải chạm vào mặt sau chân răng cửa trên. Bây giờ hãy rung dây thanh quản của bạn và để luồng hơi lưu thông quanh hai bên lưỡi của bạn. Lưu ý: Đối với âm /l/ ở cuối một từ phần cuống lưỡi của bạn cũng sẽ hơi nhô lên (nhưng không chạm vào chân răng cửa trên)"
42,/r/,42.mp4,"Chìa khóa để phát âm âm /r/ là không để đầu lưỡi chạm vào vòm miệng. Nếu bạn để đầu lưỡi chạm vào người nghe có thể nghe ra thành âm /l/. Kéo lưỡi của bạn về phía sau để đầu lưỡi ở vị trí trung tâm miệng của bạn. Nâng đầu lưỡi lên một chút. Bây giờ hãy rung dây thanh quản của bạn và để luồng hơi lưu thông quanh lưỡi của bạn."
43,/w/,43.mp4,"Âm /w/ được gọi là âm lướt (glide). Để phát âm âm này hãy bắt đầu bằng cách chu môi thành hình chữ “O”. Rung dây thanh quản của bạn và mở rộng môi tách môi để tiếp tục phát âm bất kỳ nguyên âm nào đứng sau âm /w/ trong từ."
44,/j/,44.mp4,"Âm /j/ được gọi là âm lướt. Để phát âm âm này hãy bắt đầu bằng lưỡi của bạn đặt ở vị trí phía trước miệng và cao gần vòm miệng giống như âm “ee” trong từ “free”. Rung dây thanh quản của bạn và kéo nhẹ lưỡi của bạn về phía sau và xuống dưới."